Køn;Beskæftigelsesstatus;Alder;År;Kvartal;Procent
Kvinder;AKU-ledighedsprocent;15-24 år;2013;3;12,5
Kvinder;AKU-ledighedsprocent;15-24 år;2013;4;12
Kvinder;AKU-ledighedsprocent;15-24 år;2014;1;12,3
Kvinder;AKU-ledighedsprocent;15-24 år;2014;2;11,5
Kvinder;AKU-ledighedsprocent;15-24 år;2014;3;11,9
Kvinder;AKU-ledighedsprocent;15-24 år;2014;4;10,2
Kvinder;AKU-ledighedsprocent;15-24 år;2015;1;9,9
Kvinder;AKU-ledighedsprocent;15-24 år;2015;2;9,1
Kvinder;AKU-ledighedsprocent;15-24 år;2015;3;11,9
Kvinder;AKU-ledighedsprocent;25-34 år;1996;1;8,3
Kvinder;AKU-ledighedsprocent;25-34 år;1996;2;9,4
Kvinder;AKU-ledighedsprocent;25-34 år;1996;3;10,6
Kvinder;AKU-ledighedsprocent;25-34 år;1996;4;9
Kvinder;AKU-ledighedsprocent;25-34 år;1997;1;11,1
Kvinder;AKU-ledighedsprocent;25-34 år;1997;2;6,6
Kvinder;AKU-ledighedsprocent;25-34 år;1997;3;9,2
Kvinder;AKU-ledighedsprocent;25-34 år;1997;4;8
Kvinder;AKU-ledighedsprocent;25-34 år;1998;1;8,2
Kvinder;AKU-ledighedsprocent;25-34 år;1998;2;7,3
Kvinder;AKU-ledighedsprocent;25-34 år;1998;3;8,9
Kvinder;AKU-ledighedsprocent;25-34 år;1998;4;6,3
Kvinder;AKU-ledighedsprocent;25-34 år;1999;1;7,2
Kvinder;AKU-ledighedsprocent;25-34 år;1999;2;5,6
Kvinder;AKU-ledighedsprocent;25-34 år;1999;3;7,4
Kvinder;AKU-ledighedsprocent;25-34 år;1999;4;7,1
Kvinder;AKU-ledighedsprocent;25-34 år;2000;1;6,3
Kvinder;AKU-ledighedsprocent;25-34 år;2000;2;6,2
Kvinder;AKU-ledighedsprocent;25-34 år;2000;3;6,1
Kvinder;AKU-ledighedsprocent;25-34 år;2000;4;6,2
Kvinder;AKU-ledighedsprocent;25-34 år;2001;1;7,4
Kvinder;AKU-ledighedsprocent;25-34 år;2001;2;5,2
Kvinder;AKU-ledighedsprocent;25-34 år;2001;3;6
Kvinder;AKU-ledighedsprocent;25-34 år;2001;4;6,2
Kvinder;AKU-ledighedsprocent;25-34 år;2002;1;5,6
Kvinder;AKU-ledighedsprocent;25-34 år;2002;2;4,9
Kvinder;AKU-ledighedsprocent;25-34 år;2002;3;6,1
Kvinder;AKU-ledighedsprocent;25-34 år;2002;4;6,8
Kvinder;AKU-ledighedsprocent;25-34 år;2003;1;8,2
Kvinder;AKU-ledighedsprocent;25-34 år;2003;2;8,2
Kvinder;AKU-ledighedsprocent;25-34 år;2003;3;7,4
Kvinder;AKU-ledighedsprocent;25-34 år;2003;4;7,4
Kvinder;AKU-ledighedsprocent;25-34 år;2004;1;8,9
Kvinder;AKU-ledighedsprocent;25-34 år;2004;2;6,5
Kvinder;AKU-ledighedsprocent;25-34 år;2004;3;7,2
Kvinder;AKU-ledighedsprocent;25-34 år;2004;4;5,7
Kvinder;AKU-ledighedsprocent;25-34 år;2005;1;6,4
Kvinder;AKU-ledighedsprocent;25-34 år;2005;2;6,9
Kvinder;AKU-ledighedsprocent;25-34 år;2005;3;5,7
Kvinder;AKU-ledighedsprocent;25-34 år;2005;4;4,2
Kvinder;AKU-ledighedsprocent;25-34 år;2006;1;4,7
Kvinder;AKU-ledighedsprocent;25-34 år;2006;2;6,9
Kvinder;AKU-ledighedsprocent;25-34 år;2006;3;5,3
Kvinder;AKU-ledighedsprocent;25-34 år;2006;4;4,6
Kvinder;AKU-ledighedsprocent;25-34 år;2007;1;6,1
Kvinder;AKU-ledighedsprocent;25-34 år;2007;2;4,2
Kvinder;AKU-ledighedsprocent;25-34 år;2007;3;5,7
Kvinder;AKU-ledighedsprocent;25-34 år;2007;4;3,7
Kvinder;AKU-ledighedsprocent;25-34 år;2008;1;3,7
Kvinder;AKU-ledighedsprocent;25-34 år;2008;2;3,8
Kvinder;AKU-ledighedsprocent;25-34 år;2008;3;4,4
Kvinder;AKU-ledighedsprocent;25-34 år;2008;4;3,8
Kvinder;AKU-ledighedsprocent;25-34 år;2009;1;5,7
Kvinder;AKU-ledighedsprocent;25-34 år;2009;2;7,8
Kvinder;AKU-ledighedsprocent;25-34 år;2009;3;6,7
Kvinder;AKU-ledighedsprocent;25-34 år;2009;4;6,4
Kvinder;AKU-ledighedsprocent;25-34 år;2010;1;7,5
Kvinder;AKU-ledighedsprocent;25-34 år;2010;2;7,8
Kvinder;AKU-ledighedsprocent;25-34 år;2010;3;8
Kvinder;AKU-ledighedsprocent;25-34 år;2010;4;7,9
Kvinder;AKU-ledighedsprocent;25-34 år;2011;1;10,8
Kvinder;AKU-ledighedsprocent;25-34 år;2011;2;9,3
Kvinder;AKU-ledighedsprocent;25-34 år;2011;3;11,1
Kvinder;AKU-ledighedsprocent;25-34 år;2011;4;10,8
Kvinder;AKU-ledighedsprocent;25-34 år;2012;1;10,5
Kvinder;AKU-ledighedsprocent;25-34 år;2012;2;9,9
Kvinder;AKU-ledighedsprocent;25-34 år;2012;3;10
Kvinder;AKU-ledighedsprocent;25-34 år;2012;4;8,7
Kvinder;AKU-ledighedsprocent;25-34 år;2013;1;10,9
Kvinder;AKU-ledighedsprocent;25-34 år;2013;2;8,8
Kvinder;AKU-ledighedsprocent;25-34 år;2013;3;9,3
Kvinder;AKU-ledighedsprocent;25-34 år;2013;4;11
Kvinder;AKU-ledighedsprocent;25-34 år;2014;1;11,8
Kvinder;AKU-ledighedsprocent;25-34 år;2014;2;9,4
Kvinder;AKU-ledighedsprocent;25-34 år;2014;3;8,5
Kvinder;AKU-ledighedsprocent;25-34 år;2014;4;7,4
Kvinder;AKU-ledighedsprocent;25-34 år;2015;1;9,9
Kvinder;AKU-ledighedsprocent;25-34 år;2015;2;8,6
Kvinder;AKU-ledighedsprocent;25-34 år;2015;3;7,4
Kvinder;AKU-ledighedsprocent;35-44 år;1996;1;6,2
Kvinder;AKU-ledighedsprocent;35-44 år;1996;2;7,5
Kvinder;AKU-ledighedsprocent;35-44 år;1996;3;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;1996;4;5,9
Kvinder;AKU-ledighedsprocent;35-44 år;1997;1;6,8
Kvinder;AKU-ledighedsprocent;35-44 år;1997;2;4,9
Kvinder;AKU-ledighedsprocent;35-44 år;1997;3;6,6
Kvinder;AKU-ledighedsprocent;35-44 år;1997;4;6,8
Kvinder;AKU-ledighedsprocent;35-44 år;1998;1;6,8
Kvinder;AKU-ledighedsprocent;35-44 år;1998;2;5
Kvinder;AKU-ledighedsprocent;35-44 år;1998;3;6,4
Kvinder;AKU-ledighedsprocent;35-44 år;1998;4;4,5
Kvinder;AKU-ledighedsprocent;35-44 år;1999;1;4,8
Kvinder;AKU-ledighedsprocent;35-44 år;1999;2;4,2
Kvinder;AKU-ledighedsprocent;35-44 år;1999;3;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;1999;4;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;2000;1;6,1
Kvinder;AKU-ledighedsprocent;35-44 år;2000;2;4,4
Kvinder;AKU-ledighedsprocent;35-44 år;2000;3;5,2
Kvinder;AKU-ledighedsprocent;35-44 år;2000;4;3,5
Kvinder;AKU-ledighedsprocent;35-44 år;2001;1;4,1
Kvinder;AKU-ledighedsprocent;35-44 år;2001;2;4,3
Kvinder;AKU-ledighedsprocent;35-44 år;2001;3;4,1
Kvinder;AKU-ledighedsprocent;35-44 år;2001;4;4,8
Kvinder;AKU-ledighedsprocent;35-44 år;2002;1;4,6
Kvinder;AKU-ledighedsprocent;35-44 år;2002;2;4,8
Kvinder;AKU-ledighedsprocent;35-44 år;2002;3;4,6
Kvinder;AKU-ledighedsprocent;35-44 år;2002;4;4,5
Kvinder;AKU-ledighedsprocent;35-44 år;2003;1;5
Kvinder;AKU-ledighedsprocent;35-44 år;2003;2;4,8
Kvinder;AKU-ledighedsprocent;35-44 år;2003;3;4,7
Kvinder;AKU-ledighedsprocent;35-44 år;2003;4;5,6
Kvinder;AKU-ledighedsprocent;35-44 år;2004;1;6,4
Kvinder;AKU-ledighedsprocent;35-44 år;2004;2;4,2
Kvinder;AKU-ledighedsprocent;35-44 år;2004;3;5,5
Kvinder;AKU-ledighedsprocent;35-44 år;2004;4;5,8
Kvinder;AKU-ledighedsprocent;35-44 år;2005;1;5,6
Kvinder;AKU-ledighedsprocent;35-44 år;2005;2;4,3
Kvinder;AKU-ledighedsprocent;35-44 år;2005;3;4,1
Kvinder;AKU-ledighedsprocent;35-44 år;2005;4;4,7
Kvinder;AKU-ledighedsprocent;35-44 år;2006;1;5,4
Kvinder;AKU-ledighedsprocent;35-44 år;2006;2;4,1
Kvinder;AKU-ledighedsprocent;35-44 år;2006;3;3,3
Kvinder;AKU-ledighedsprocent;35-44 år;2006;4;3,5
Kvinder;AKU-ledighedsprocent;35-44 år;2007;1;3,4
Kvinder;AKU-ledighedsprocent;35-44 år;2007;2;3,2
Kvinder;AKU-ledighedsprocent;35-44 år;2007;3;3,1
Kvinder;AKU-ledighedsprocent;35-44 år;2007;4;2,8
Kvinder;AKU-ledighedsprocent;35-44 år;2008;1;2,5
Kvinder;AKU-ledighedsprocent;35-44 år;2008;2;2,8
Kvinder;AKU-ledighedsprocent;35-44 år;2008;3;2,1
Kvinder;AKU-ledighedsprocent;35-44 år;2008;4;2,8
Kvinder;AKU-ledighedsprocent;35-44 år;2009;1;3,8
Kvinder;AKU-ledighedsprocent;35-44 år;2009;2;3,8
Kvinder;AKU-ledighedsprocent;35-44 år;2009;3;4,3
Kvinder;AKU-ledighedsprocent;35-44 år;2009;4;5,3
Kvinder;AKU-ledighedsprocent;35-44 år;2010;1;5,2
Kvinder;AKU-ledighedsprocent;35-44 år;2010;2;5
Kvinder;AKU-ledighedsprocent;35-44 år;2010;3;5,8
Kvinder;AKU-ledighedsprocent;35-44 år;2010;4;6,2
Kvinder;AKU-ledighedsprocent;35-44 år;2011;1;6,8
Kvinder;AKU-ledighedsprocent;35-44 år;2011;2;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;2011;3;5,8
Kvinder;AKU-ledighedsprocent;35-44 år;2011;4;5,5
Kvinder;AKU-ledighedsprocent;35-44 år;2012;1;6,6
Kvinder;AKU-ledighedsprocent;35-44 år;2012;2;6,4
Kvinder;AKU-ledighedsprocent;35-44 år;2012;3;5,8
Kvinder;AKU-ledighedsprocent;35-44 år;2012;4;5,7
Kvinder;AKU-ledighedsprocent;35-44 år;2013;1;5,3
Kvinder;AKU-ledighedsprocent;35-44 år;2013;2;6,6
Kvinder;AKU-ledighedsprocent;35-44 år;2013;3;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;2013;4;6,6
Kvinder;AKU-ledighedsprocent;35-44 år;2014;1;6,3
Kvinder;AKU-ledighedsprocent;35-44 år;2014;2;4,9
Kvinder;AKU-ledighedsprocent;35-44 år;2014;3;6,2
Kvinder;AKU-ledighedsprocent;35-44 år;2014;4;5,9
Kvinder;AKU-ledighedsprocent;35-44 år;2015;1;5,1
Kvinder;AKU-ledighedsprocent;35-44 år;2015;2;5,3
Kvinder;AKU-ledighedsprocent;35-44 år;2015;3;5,7
Kvinder;AKU-ledighedsprocent;45-54 år;1996;1;7,2
Kvinder;AKU-ledighedsprocent;45-54 år;1996;2;6,2
Kvinder;AKU-ledighedsprocent;45-54 år;1996;3;6,5
Kvinder;AKU-ledighedsprocent;45-54 år;1996;4;7,5
Kvinder;AKU-ledighedsprocent;45-54 år;1997;1;6,9
Kvinder;AKU-ledighedsprocent;45-54 år;1997;2;5,4
Kvinder;AKU-ledighedsprocent;45-54 år;1997;3;7,5
Kvinder;AKU-ledighedsprocent;45-54 år;1997;4;6,3
Kvinder;AKU-ledighedsprocent;45-54 år;1998;1;6,3
Kvinder;AKU-ledighedsprocent;45-54 år;1998;2;5,7
Kvinder;AKU-ledighedsprocent;45-54 år;1998;3;6,3
Kvinder;AKU-ledighedsprocent;45-54 år;1998;4;4,6
Kvinder;AKU-ledighedsprocent;45-54 år;1999;1;5
Kvinder;AKU-ledighedsprocent;45-54 år;1999;2;4,8
Kvinder;AKU-ledighedsprocent;45-54 år;1999;3;5,2
Kvinder;AKU-ledighedsprocent;45-54 år;1999;4;5,4
Kvinder;AKU-ledighedsprocent;45-54 år;2000;1;4,4
Kvinder;AKU-ledighedsprocent;45-54 år;2000;2;3,2
Kvinder;AKU-ledighedsprocent;45-54 år;2000;3;3,7
Kvinder;AKU-ledighedsprocent;45-54 år;2000;4;4,6
Kvinder;AKU-ledighedsprocent;45-54 år;2001;1;4,1
Kvinder;AKU-ledighedsprocent;45-54 år;2001;2;3,9
Kvinder;AKU-ledighedsprocent;45-54 år;2001;3;3,4
Kvinder;AKU-ledighedsprocent;45-54 år;2001;4;3
Kvinder;AKU-ledighedsprocent;45-54 år;2002;1;3,2
Kvinder;AKU-ledighedsprocent;45-54 år;2002;2;3,3
Kvinder;AKU-ledighedsprocent;45-54 år;2002;3;4,3
Kvinder;AKU-ledighedsprocent;45-54 år;2002;4;3,1
Kvinder;AKU-ledighedsprocent;45-54 år;2003;1;3,8
Kvinder;AKU-ledighedsprocent;45-54 år;2003;2;4,3
Kvinder;AKU-ledighedsprocent;45-54 år;2003;3;5
Kvinder;AKU-ledighedsprocent;45-54 år;2003;4;4,9
Kvinder;AKU-ledighedsprocent;45-54 år;2004;1;5,1
Kvinder;AKU-ledighedsprocent;45-54 år;2004;2;4,9
Kvinder;AKU-ledighedsprocent;45-54 år;2004;3;5,1
Kvinder;AKU-ledighedsprocent;45-54 år;2004;4;5,9
Kvinder;AKU-ledighedsprocent;45-54 år;2005;1;4,6
Kvinder;AKU-ledighedsprocent;45-54 år;2005;2;4,3
Kvinder;AKU-ledighedsprocent;45-54 år;2005;3;3,5
Kvinder;AKU-ledighedsprocent;45-54 år;2005;4;2,2
Kvinder;AKU-ledighedsprocent;45-54 år;2006;1;3,1
Kvinder;AKU-ledighedsprocent;45-54 år;2006;2;2,3
Kvinder;AKU-ledighedsprocent;45-54 år;2006;3;3
Kvinder;AKU-ledighedsprocent;45-54 år;2006;4;3,5
Kvinder;AKU-ledighedsprocent;45-54 år;2007;1;3,9
Kvinder;AKU-ledighedsprocent;45-54 år;2007;2;2,6
Kvinder;AKU-ledighedsprocent;45-54 år;2007;3;2
Kvinder;AKU-ledighedsprocent;45-54 år;2007;4;3
Kvinder;AKU-ledighedsprocent;45-54 år;2008;1;2,3
Kvinder;AKU-ledighedsprocent;45-54 år;2008;2;1,9
Kvinder;AKU-ledighedsprocent;45-54 år;2008;3;2,2
Kvinder;AKU-ledighedsprocent;45-54 år;2008;4;1,9
Kvinder;AKU-ledighedsprocent;45-54 år;2009;1;2,6
Kvinder;AKU-ledighedsprocent;45-54 år;2009;2;2,8
Kvinder;AKU-ledighedsprocent;45-54 år;2009;3;3,2
Kvinder;AKU-ledighedsprocent;45-54 år;2009;4;4
Kvinder;AKU-ledighedsprocent;45-54 år;2010;1;4
Kvinder;AKU-ledighedsprocent;45-54 år;2010;2;3,9
Kvinder;AKU-ledighedsprocent;45-54 år;2010;3;4,7
Kvinder;AKU-ledighedsprocent;45-54 år;2010;4;5,7
Kvinder;AKU-ledighedsprocent;45-54 år;2011;1;4,9
Kvinder;AKU-ledighedsprocent;45-54 år;2011;2;4,8
Kvinder;AKU-ledighedsprocent;45-54 år;2011;3;4,5
Kvinder;AKU-ledighedsprocent;45-54 år;2011;4;5,6
Kvinder;AKU-ledighedsprocent;45-54 år;2012;1;5
Kvinder;AKU-ledighedsprocent;45-54 år;2012;2;4,9
Kvinder;AKU-ledighedsprocent;45-54 år;2012;3;5
Kvinder;AKU-ledighedsprocent;45-54 år;2012;4;5,6
Kvinder;AKU-ledighedsprocent;45-54 år;2013;1;6,6
Kvinder;AKU-ledighedsprocent;45-54 år;2013;2;5,5
Kvinder;AKU-ledighedsprocent;45-54 år;2013;3;3,8
Kvinder;AKU-ledighedsprocent;45-54 år;2013;4;4,6
Kvinder;AKU-ledighedsprocent;45-54 år;2014;1;5,8
Kvinder;AKU-ledighedsprocent;45-54 år;2014;2;5,1
Kvinder;AKU-ledighedsprocent;45-54 år;2014;3;3,9
Kvinder;AKU-ledighedsprocent;45-54 år;2014;4;4,5
Kvinder;AKU-ledighedsprocent;45-54 år;2015;1;4,8
Kvinder;AKU-ledighedsprocent;45-54 år;2015;2;4,6
Kvinder;AKU-ledighedsprocent;45-54 år;2015;3;5,3
Kvinder;AKU-ledighedsprocent;55-64 år;1996;1;7,6
Kvinder;AKU-ledighedsprocent;55-64 år;1996;2;6,1
Kvinder;AKU-ledighedsprocent;55-64 år;1996;3;8,5
Kvinder;AKU-ledighedsprocent;55-64 år;1996;4;8,3
Kvinder;AKU-ledighedsprocent;55-64 år;1997;1;7,7
Kvinder;AKU-ledighedsprocent;55-64 år;1997;2;6,3
Kvinder;AKU-ledighedsprocent;55-64 år;1997;3;6,5
Kvinder;AKU-ledighedsprocent;55-64 år;1997;4;6,7
Kvinder;AKU-ledighedsprocent;55-64 år;1998;1;6,7
Kvinder;AKU-ledighedsprocent;55-64 år;1998;2;6,4
Kvinder;AKU-ledighedsprocent;55-64 år;1998;3;6,6
Kvinder;AKU-ledighedsprocent;55-64 år;1998;4;5,9
Kvinder;AKU-ledighedsprocent;55-64 år;1999;1;7,4
Kvinder;AKU-ledighedsprocent;55-64 år;1999;2;5,7
Kvinder;AKU-ledighedsprocent;55-64 år;1999;3;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;1999;4;6,9
Kvinder;AKU-ledighedsprocent;55-64 år;2000;1;5,2
Kvinder;AKU-ledighedsprocent;55-64 år;2000;2;4,2
Kvinder;AKU-ledighedsprocent;55-64 år;2000;3;5,3
Kvinder;AKU-ledighedsprocent;55-64 år;2000;4;5,5
Kvinder;AKU-ledighedsprocent;55-64 år;2001;1;4,5
Kvinder;AKU-ledighedsprocent;55-64 år;2001;2;3,9
Kvinder;AKU-ledighedsprocent;55-64 år;2001;3;5
Kvinder;AKU-ledighedsprocent;55-64 år;2001;4;4,1
Kvinder;AKU-ledighedsprocent;55-64 år;2002;1;4,9
Kvinder;AKU-ledighedsprocent;55-64 år;2002;2;4,4
Kvinder;AKU-ledighedsprocent;55-64 år;2002;3;4,5
Kvinder;AKU-ledighedsprocent;55-64 år;2002;4;5,5
Kvinder;AKU-ledighedsprocent;55-64 år;2003;1;4,8
Kvinder;AKU-ledighedsprocent;55-64 år;2003;2;3,8
Kvinder;AKU-ledighedsprocent;55-64 år;2003;3;6,1
Kvinder;AKU-ledighedsprocent;55-64 år;2003;4;6,7
Kvinder;AKU-ledighedsprocent;55-64 år;2004;1;6,2
Kvinder;AKU-ledighedsprocent;55-64 år;2004;2;5,8
Kvinder;AKU-ledighedsprocent;55-64 år;2004;3;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;2004;4;5,8
Kvinder;AKU-ledighedsprocent;55-64 år;2005;1;7,1
Kvinder;AKU-ledighedsprocent;55-64 år;2005;2;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;2005;3;6,5
Kvinder;AKU-ledighedsprocent;55-64 år;2005;4;4,7
Kvinder;AKU-ledighedsprocent;55-64 år;2006;1;5,2
Kvinder;AKU-ledighedsprocent;55-64 år;2006;2;4,2
Kvinder;AKU-ledighedsprocent;55-64 år;2006;3;3,9
Kvinder;AKU-ledighedsprocent;55-64 år;2006;4;4,1
Kvinder;AKU-ledighedsprocent;55-64 år;2007;1;4,1
Kvinder;AKU-ledighedsprocent;55-64 år;2007;2;4,8
Kvinder;AKU-ledighedsprocent;55-64 år;2007;3;3,6
Kvinder;AKU-ledighedsprocent;55-64 år;2007;4;3,3
Kvinder;AKU-ledighedsprocent;55-64 år;2008;1;4,1
Kvinder;AKU-ledighedsprocent;55-64 år;2008;2;2,4
Kvinder;AKU-ledighedsprocent;55-64 år;2008;3;2,5
Kvinder;AKU-ledighedsprocent;55-64 år;2008;4;2,3
Kvinder;AKU-ledighedsprocent;55-64 år;2009;1;3,4
Kvinder;AKU-ledighedsprocent;55-64 år;2009;2;2,8
Kvinder;AKU-ledighedsprocent;55-64 år;2009;3;3
Kvinder;AKU-ledighedsprocent;55-64 år;2009;4;4,2
Kvinder;AKU-ledighedsprocent;55-64 år;2010;1;3,7
Kvinder;AKU-ledighedsprocent;55-64 år;2010;2;3,4
Kvinder;AKU-ledighedsprocent;55-64 år;2010;3;3,9
Kvinder;AKU-ledighedsprocent;55-64 år;2010;4;4,8
Kvinder;AKU-ledighedsprocent;55-64 år;2011;1;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;2011;2;4,3
Kvinder;AKU-ledighedsprocent;55-64 år;2011;3;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;2011;4;4,4
Kvinder;AKU-ledighedsprocent;55-64 år;2012;1;5,6
Kvinder;AKU-ledighedsprocent;55-64 år;2012;2;5,8
Kvinder;AKU-ledighedsprocent;55-64 år;2012;3;5,9
Kvinder;AKU-ledighedsprocent;55-64 år;2012;4;3,8
Kvinder;AKU-ledighedsprocent;55-64 år;2013;1;5,5
Kvinder;AKU-ledighedsprocent;55-64 år;2013;2;6,2
Kvinder;AKU-ledighedsprocent;55-64 år;2013;3;5
Kvinder;AKU-ledighedsprocent;55-64 år;2013;4;3,6
Kvinder;AKU-ledighedsprocent;55-64 år;2014;1;5,1
Kvinder;AKU-ledighedsprocent;55-64 år;2014;2;4,7
Kvinder;AKU-ledighedsprocent;55-64 år;2014;3;4,4
Kvinder;AKU-ledighedsprocent;55-64 år;2014;4;3,9
Kvinder;AKU-ledighedsprocent;55-64 år;2015;1;5,4
Kvinder;AKU-ledighedsprocent;55-64 år;2015;2;5
Kvinder;AKU-ledighedsprocent;55-64 år;2015;3;5
Kvinder;Erhvervsfrekvens;15-24 år;1996;1;67,2
Kvinder;Erhvervsfrekvens;15-24 år;1996;2;73,2
Kvinder;Erhvervsfrekvens;15-24 år;1996;3;74
Kvinder;Erhvervsfrekvens;15-24 år;1996;4;74,1
Kvinder;Erhvervsfrekvens;15-24 år;1997;1;72,4
Kvinder;Erhvervsfrekvens;15-24 år;1997;2;72,4
Kvinder;Erhvervsfrekvens;15-24 år;1997;3;77,1
Kvinder;Erhvervsfrekvens;15-24 år;1997;4;75,6
Kvinder;Erhvervsfrekvens;15-24 år;1998;1;71,2
Kvinder;Erhvervsfrekvens;15-24 år;1998;2;73,5
Kvinder;Erhvervsfrekvens;15-24 år;1998;3;75,2
Kvinder;Erhvervsfrekvens;15-24 år;1998;4;70,8
Kvinder;Erhvervsfrekvens;15-24 år;1999;1;71
Kvinder;Erhvervsfrekvens;15-24 år;1999;2;72,1
Kvinder;Erhvervsfrekvens;15-24 år;1999;3;75,8
Kvinder;Erhvervsfrekvens;15-24 år;1999;4;70,2
Kvinder;Erhvervsfrekvens;15-24 år;2000;1;72,5
Kvinder;Erhvervsfrekvens;15-24 år;2000;2;71,3
Kvinder;Erhvervsfrekvens;15-24 år;2000;3;69,3
Kvinder;Erhvervsfrekvens;15-24 år;2000;4;68,8
Kvinder;Erhvervsfrekvens;15-24 år;2001;1;65,9
Kvinder;Erhvervsfrekvens;15-24 år;2001;2;68,1
Kvinder;Erhvervsfrekvens;15-24 år;2001;3;72,8
Kvinder;Erhvervsfrekvens;15-24 år;2001;4;67
Kvinder;Erhvervsfrekvens;15-24 år;2002;1;65,7
Kvinder;Erhvervsfrekvens;15-24 år;2002;2;70,8
Kvinder;Erhvervsfrekvens;15-24 år;2002;3;71,1
Kvinder;Erhvervsfrekvens;15-24 år;2002;4;68,4
Kvinder;Erhvervsfrekvens;15-24 år;2003;1;61
Kvinder;Erhvervsfrekvens;15-24 år;2003;2;66
Kvinder;Erhvervsfrekvens;15-24 år;2003;3;71,2
Kvinder;Erhvervsfrekvens;15-24 år;2003;4;65
Kvinder;Erhvervsfrekvens;15-24 år;2004;1;66,7
Kvinder;Erhvervsfrekvens;15-24 år;2004;2;67,5
Kvinder;Erhvervsfrekvens;15-24 år;2004;3;71,2
Kvinder;Erhvervsfrekvens;15-24 år;2004;4;70,9
Kvinder;Erhvervsfrekvens;15-24 år;2005;1;65,6
Kvinder;Erhvervsfrekvens;15-24 år;2005;2;67,3
Kvinder;Erhvervsfrekvens;15-24 år;2005;3;73,8
Kvinder;Erhvervsfrekvens;15-24 år;2005;4;72,1
Kvinder;Erhvervsfrekvens;15-24 år;2006;1;69,9
Kvinder;Erhvervsfrekvens;15-24 år;2006;2;73,4
Kvinder;Erhvervsfrekvens;15-24 år;2006;3;75,8
Kvinder;Erhvervsfrekvens;15-24 år;2006;4;71,3
Kvinder;Erhvervsfrekvens;15-24 år;2007;1;69,5
Kvinder;Erhvervsfrekvens;15-24 år;2007;2;71,1
Kvinder;Erhvervsfrekvens;15-24 år;2007;3;70,3
Kvinder;Erhvervsfrekvens;15-24 år;2007;4;65,8
Kvinder;Erhvervsfrekvens;15-24 år;2008;1;66,9
Kvinder;Erhvervsfrekvens;15-24 år;2008;2;72,7
Kvinder;Erhvervsfrekvens;15-24 år;2008;3;74,4
Kvinder;Erhvervsfrekvens;15-24 år;2008;4;71,9
Kvinder;Erhvervsfrekvens;15-24 år;2009;1;69,5
Kvinder;Erhvervsfrekvens;15-24 år;2009;2;71,1
Kvinder;Erhvervsfrekvens;15-24 år;2009;3;72
Kvinder;Erhvervsfrekvens;15-24 år;2009;4;67,8
Kvinder;Erhvervsfrekvens;15-24 år;2010;1;66,6
Kvinder;Erhvervsfrekvens;15-24 år;2010;2;69,7
Kvinder;Erhvervsfrekvens;15-24 år;2010;3;69,5
Kvinder;Erhvervsfrekvens;15-24 år;2010;4;63,9
Kvinder;Erhvervsfrekvens;15-24 år;2011;1;66,8
Kvinder;Erhvervsfrekvens;15-24 år;2011;2;69
Kvinder;Erhvervsfrekvens;15-24 år;2011;3;69,5
Kvinder;Erhvervsfrekvens;15-24 år;2011;4;63,2
Kvinder;Erhvervsfrekvens;15-24 år;2012;1;63,1
Kvinder;Erhvervsfrekvens;15-24 år;2012;2;66,2
Kvinder;Erhvervsfrekvens;15-24 år;2012;3;65,7
Kvinder;Erhvervsfrekvens;15-24 år;2012;4;61,3
Kvinder;Erhvervsfrekvens;15-24 år;2013;1;61,7
Kvinder;Erhvervsfrekvens;15-24 år;2013;2;62,6
Kvinder;Erhvervsfrekvens;15-24 år;2013;3;65,4
Kvinder;Erhvervsfrekvens;15-24 år;2013;4;60,1
Kvinder;Erhvervsfrekvens;15-24 år;2014;1;59,1
Kvinder;Erhvervsfrekvens;15-24 år;2014;2;60,4
Kvinder;Erhvervsfrekvens;15-24 år;2014;3;65
Kvinder;Erhvervsfrekvens;15-24 år;2014;4;63,5
Kvinder;Erhvervsfrekvens;15-24 år;2015;1;62,1
Kvinder;Erhvervsfrekvens;15-24 år;2015;2;63,6
Kvinder;Erhvervsfrekvens;15-24 år;2015;3;63,7
Kvinder;Erhvervsfrekvens;25-34 år;1996;1;82,6
Kvinder;Erhvervsfrekvens;25-34 år;1996;2;80,7
Kvinder;Erhvervsfrekvens;25-34 år;1996;3;81,2
Kvinder;Erhvervsfrekvens;25-34 år;1996;4;82,2
Kvinder;Erhvervsfrekvens;25-34 år;1997;1;84,7
Kvinder;Erhvervsfrekvens;25-34 år;1997;2;81,2
Kvinder;Erhvervsfrekvens;25-34 år;1997;3;84,1
Kvinder;Erhvervsfrekvens;25-34 år;1997;4;85,1
Kvinder;Erhvervsfrekvens;25-34 år;1998;1;81,5
Kvinder;Erhvervsfrekvens;25-34 år;1998;2;83,4
Kvinder;Erhvervsfrekvens;25-34 år;1998;3;84,4
